Building,Building Type,Area (SF),Month,Fiscal Year,Start Date,End Date,Days,Electricity Usage (kWh),Electricity Cost ($),Electricity Generated (kWh),Natural Gas Start Date,Natural Gas End Date,Days2,Natural Gas Use (therms), Natural Gas Cost ($) ,Total Cost,Electricity Use (kBtu),Natural Gas Use (kBtu),Total kBtu
710 House,Administration - SCE,"3,436",January,2024-25,12/2/2024,1/1/2025,31,259,$83.59 ,,12/9/2024,1/8/2025,30,5,$24.66 ,$108.25 ,883.74,499.88,"1,383.62"
710 House,Administration - SCE,"3,436",February,2024-25,1/2/2025,1/29/2025,28,307,$96.31 ,,1/8/2025,2/6/2025,29,5,$24.79 ,$121.10 ,"1,047.53",499.88,"1,547.41"
710 House,Administration - SCE,"3,436",March,2024-25,,,1,,,,2/6/2025,3/10/2025,32,6,$30.69 ,$30.69 , -    ,599.86,599.86
710 House,Administration - SCE,"3,436",April,2024-25,,,0,,,,,,1,,, $-   , -    , -    , -    
710 House,Administration - SCE,"3,436",May,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
710 House,Administration - SCE,"3,436",June,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2010-11,6/15/2010,7/15/2010,31,,,,6/15/2010,7/15/2010,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2010-11,7/15/2010,8/15/2010,32,,,,7/15/2010,8/15/2010,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2010-11,8/15/2010,9/15/2010,32,,,,8/15/2010,9/15/2010,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2010-11,9/15/2010,10/15/2010,30,,,,9/15/2010,10/15/2010,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2010-11,10/15/2010,11/15/2010,31,,,,10/15/2010,11/15/2010,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2010-11,11/15/2010,12/15/2010,30,,,,11/15/2010,12/15/2010,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",January,2010-11,12/15/2010,1/15/2011,31,,,,12/15/2010,1/15/2011,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",February,2010-11,1/15/2011,2/15/2011,31,,,,1/15/2011,2/15/2011,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",March,2010-11,2/15/2011,3/15/2011,28,,,,2/15/2011,3/15/2011,28,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",April,2010-11,3/15/2011,4/15/2011,31,,,,3/15/2011,4/15/2011,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",May,2010-11,4/15/2011,5/15/2011,30,,,,4/15/2011,5/15/2011,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",June,2010-11,5/15/2011,6/15/2011,31,,,,5/15/2011,6/15/2011,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2011-12,6/15/2011,7/15/2011,30,,,,6/15/2011,7/15/2011,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2011-12,7/15/2011,8/15/2011,31,,,,7/15/2011,8/15/2011,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2011-12,8/15/2011,9/15/2011,31,,,,8/15/2011,9/15/2011,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2011-12,9/15/2011,10/15/2011,30,,,,9/15/2011,10/15/2011,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2011-12,10/15/2011,11/15/2011,31,,,,10/15/2011,11/15/2011,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2011-12,11/15/2011,12/15/2011,30,,,,11/15/2011,12/15/2011,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",January,2011-12,12/15/2011,1/15/2012,31,,,,12/15/2011,1/15/2012,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",February,2011-12,1/15/2012,2/15/2012,31,,,,1/15/2012,2/15/2012,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",March,2011-12,2/15/2012,3/15/2012,29,,,,2/15/2012,3/15/2012,29,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",April,2011-12,3/15/2012,4/15/2012,31,,,,3/15/2012,4/15/2012,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",May,2011-12,4/15/2012,5/15/2012,30,,,,4/15/2012,5/15/2012,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",June,2011-12,5/15/2012,6/15/2012,31,,,,5/15/2012,6/15/2012,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2012-13,6/15/2012,7/15/2012,30,,,,6/15/2012,7/15/2012,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2012-13,7/15/2012,8/15/2012,31,,,,7/15/2012,8/15/2012,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2012-13,8/15/2012,9/15/2012,31,,,,8/15/2012,9/15/2012,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2012-13,9/15/2012,10/15/2012,30,,,,9/15/2012,10/15/2012,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2012-13,10/15/2012,11/15/2012,31,,,,10/15/2012,11/15/2012,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2012-13,11/15/2012,12/15/2012,30,,,,11/15/2012,12/15/2012,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",January,2012-13,12/15/2012,1/15/2013,31,,,,12/15/2012,1/15/2013,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",February,2012-13,1/15/2013,2/15/2013,31,,,,1/15/2013,2/15/2013,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",March,2012-13,2/15/2013,3/15/2013,28,,,,2/15/2013,3/15/2013,28,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",April,2012-13,3/15/2013,4/15/2013,31,,,,3/15/2013,4/15/2013,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",May,2012-13,4/15/2013,5/15/2013,30,,,,4/15/2013,5/15/2013,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",June,2012-13,5/15/2013,6/15/2013,31,,,,5/15/2013,6/15/2013,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2013-14,6/15/2013,7/15/2013,30,,,,6/15/2013,7/15/2013,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2013-14,7/15/2013,8/15/2013,31,,,,7/15/2013,8/15/2013,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2013-14,8/15/2013,9/15/2013,31,,,,8/15/2013,9/15/2013,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2013-14,9/15/2013,10/15/2013,30,,,,9/15/2013,10/15/2013,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2013-14,10/15/2013,11/15/2013,31,,,,10/15/2013,11/15/2013,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2013-14,11/15/2013,12/15/2013,30,,,,11/15/2013,12/15/2013,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",January,2013-14,12/15/2013,1/15/2014,31,,,,12/15/2013,1/15/2014,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",February,2013-14,1/15/2014,2/15/2014,31,,,,1/15/2014,2/15/2014,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",March,2013-14,2/15/2014,3/15/2014,28,,,,2/15/2014,3/15/2014,28,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",April,2013-14,3/15/2014,4/15/2014,31,,,,3/15/2014,4/15/2014,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",May,2013-14,4/15/2014,5/15/2014,30,,,,4/15/2014,5/15/2014,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",June,2013-14,5/15/2014,6/15/2014,31,,,,5/15/2014,6/15/2014,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2014-15,6/15/2014,7/15/2014,30,,,,6/15/2014,7/15/2014,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2014-15,7/15/2014,8/15/2014,31,,,,7/15/2014,8/15/2014,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2014-15,8/15/2014,9/15/2014,31,,,,8/15/2014,9/15/2014,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2014-15,9/15/2014,10/15/2014,30,,,,9/15/2014,10/15/2014,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2014-15,10/15/2014,11/15/2014,31,,,,10/15/2014,11/15/2014,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2014-15,11/15/2014,12/15/2014,30,,,,11/15/2014,12/15/2014,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",January,2014-15,12/15/2014,1/15/2015,31,,,,12/15/2014,1/15/2015,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",February,2014-15,1/15/2015,2/15/2015,31,,,,1/15/2015,2/15/2015,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",March,2014-15,2/15/2015,3/15/2015,28,,,,2/15/2015,3/15/2015,28,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",April,2014-15,3/15/2015,4/15/2015,31,,,,3/15/2015,4/15/2015,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",May,2014-15,4/15/2015,5/15/2015,30,,,,4/15/2015,5/15/2015,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",June,2014-15,5/15/2015,6/15/2015,31,,,,5/15/2015,6/15/2015,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2015-16,6/15/2015,7/15/2015,30,,,,6/15/2015,7/15/2015,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2015-16,7/15/2015,8/15/2015,31,,,,7/15/2015,8/15/2015,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2015-16,8/15/2015,9/15/2015,31,,,,8/15/2015,9/15/2015,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2015-16,9/15/2015,10/15/2015,30,,,,9/15/2015,10/15/2015,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2015-16,10/15/2015,11/15/2015,31,,,,10/15/2015,11/15/2015,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2015-16,11/15/2015,12/15/2015,30,,,,11/15/2015,12/15/2015,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",January,2015-16,12/15/2015,1/15/2016,31,,,,12/15/2015,1/15/2016,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",February,2015-16,1/15/2016,2/15/2016,31,,,,1/15/2016,2/15/2016,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",March,2015-16,2/15/2016,3/15/2016,29,,,,2/15/2016,3/15/2016,29,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",April,2015-16,3/15/2016,4/15/2016,31,,,,3/15/2016,4/15/2016,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",May,2015-16,4/15/2016,5/15/2016,30,,,,4/15/2016,5/15/2016,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",June,2015-16,5/15/2016,6/15/2016,31,,,,5/15/2016,6/15/2016,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2016-17,6/15/2016,7/15/2016,30,,,,6/15/2016,7/15/2016,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2016-17,7/15/2016,8/15/2016,31,,,,7/15/2016,8/15/2016,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2016-17,8/15/2016,9/15/2016,31,,,,8/15/2016,9/15/2016,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2016-17,9/15/2016,10/15/2016,30,,,,9/15/2016,10/15/2016,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2016-17,10/15/2016,11/15/2016,31,,,,10/15/2016,11/15/2016,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2016-17,11/15/2016,12/15/2016,30,,,,11/15/2016,12/15/2016,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",January,2016-17,12/15/2016,1/15/2017,31,,,,12/15/2016,1/15/2017,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",February,2016-17,1/15/2017,2/15/2017,31,,,,1/15/2017,2/15/2017,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",March,2016-17,2/15/2017,3/15/2017,28,,,,2/15/2017,3/15/2017,28,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",April,2016-17,3/15/2017,4/15/2017,31,,,,3/15/2017,4/15/2017,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",May,2016-17,4/15/2017,5/15/2017,30,,,,4/15/2017,5/15/2017,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",June,2016-17,5/15/2017,6/15/2017,31,,,,5/15/2017,6/15/2017,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2017-18,6/15/2017,7/15/2017,30,,,,6/15/2017,7/15/2017,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2017-18,7/15/2017,8/15/2017,31,,,,7/15/2017,8/15/2017,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2017-18,8/15/2017,9/15/2017,31,,,,8/15/2017,9/15/2017,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2017-18,9/15/2017,10/15/2017,30,,,,9/15/2017,10/15/2017,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2017-18,10/15/2017,11/15/2017,31,,,,10/15/2017,11/15/2017,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2017-18,11/15/2017,12/15/2017,30,,,,11/15/2017,12/15/2017,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",January,2017-18,12/15/2017,1/15/2018,31,,,,12/15/2017,1/15/2018,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",February,2017-18,1/15/2018,2/15/2018,31,,,,1/15/2018,2/15/2018,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",March,2017-18,2/15/2018,3/15/2018,28,,,,2/15/2018,3/15/2018,28,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",April,2017-18,3/15/2018,4/15/2018,31,,,,3/15/2018,4/15/2018,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",May,2017-18,4/15/2018,5/15/2018,30,,,,4/15/2018,5/15/2018,30,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",June,2017-18,5/15/2018,6/15/2018,31,,,,5/15/2018,6/15/2018,31,,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",July,2018-19,6/15/2018,7/15/2018,30,0,,,6/15/2018,7/15/2018,30,0,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",August,2018-19,7/15/2018,8/15/2018,31,0,,,7/15/2018,8/15/2018,31,0,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",September,2018-19,8/15/2018,9/15/2018,31,0,,,8/15/2018,9/15/2018,31,0,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",October,2018-19,9/15/2018,10/15/2018,30,0,,,9/15/2018,10/15/2018,30,0,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",November,2018-19,10/15/2018,11/15/2018,31,0,,,10/15/2018,11/15/2018,31,0,, $-   , -    , -    , -    
736 House,Administration - SCE,"2,209",December,2018-19,11/15/2018,12/15/2018,30,362,,,11/15/2018,12/15/2018,30,0,, $-   ,"1,235.19", -    ,"1,235.19"
736 House,Administration - SCE,"2,209",January,2018-19,12/15/2018,1/15/2019,31,277,,,12/15/2018,1/15/2019,31,0,, $-   ,945.16, -    ,945.16
736 House,Administration - SCE,"2,209",February,2018-19,1/15/2019,2/15/2019,31,168,,,1/15/2019,2/15/2019,31,0,, $-   ,573.24, -    ,573.24
736 House,Administration - SCE,"2,209",March,2018-19,2/15/2019,3/15/2019,28,147,,,2/15/2019,3/15/2019,28,0,, $-   ,501.58, -    ,501.58
736 House,Administration - SCE,"2,209",April,2018-19,3/15/2019,4/15/2019,31,161,,,3/15/2019,4/15/2019,31,0,, $-   ,549.35, -    ,549.35
736 House,Administration - SCE,"2,209",May,2018-19,4/15/2019,5/15/2019,30,178,,,4/15/2019,5/15/2019,30,0,, $-   ,607.36, -    ,607.36
736 House,Administration - SCE,"2,209",June,2018-19,5/15/2019,6/15/2019,31,209,,,5/15/2019,6/15/2019,31,0,, $-   ,713.14, -    ,713.14
736 House,Administration - SCE,"2,209",July,2019-20,6/15/2019,7/15/2019,30,185,,,6/15/2019,7/15/2019,30,,, $-   ,631.25, -    ,631.25
736 House,Administration - SCE,"2,209",August,2019-20,7/15/2019,8/15/2019,31,205,,,7/15/2019,8/15/2019,31,,, $-   ,699.49, -    ,699.49
736 House,Administration - SCE,"2,209",September,2019-20,8/15/2019,9/15/2019,31,205,,,8/15/2019,9/15/2019,31,,, $-   ,699.49, -    ,699.49
736 House,Administration - SCE,"2,209",October,2019-20,9/15/2019,10/15/2019,30,152,,,9/15/2019,10/15/2019,30,,, $-   ,518.65, -    ,518.65
736 House,Administration - SCE,"2,209",November,2019-20,10/15/2019,11/15/2019,31,154,,,10/15/2019,11/15/2019,31,,, $-   ,525.47, -    ,525.47
736 House,Administration - SCE,"2,209",December,2019-20,11/15/2019,12/15/2019,30,124,,,11/15/2019,12/15/2019,30,,, $-   ,423.11, -    ,423.11
736 House,Administration - SCE,"2,209",January,2019-20,12/15/2019,1/15/2020,31,251,,,12/15/2019,1/15/2020,31,,, $-   ,856.45, -    ,856.45
736 House,Administration - SCE,"2,209",February,2019-20,1/15/2020,2/15/2020,31,309,,,1/15/2020,2/15/2020,31,,, $-   ,"1,054.35", -    ,"1,054.35"
736 House,Administration - SCE,"2,209",March,2019-20,2/15/2020,3/15/2020,29,238,,,2/15/2020,3/15/2020,29,,, $-   ,812.09, -    ,812.09
736 House,Administration - SCE,"2,209",April,2019-20,3/15/2020,4/15/2020,31,166,,,3/15/2020,4/15/2020,31,,, $-   ,566.42, -    ,566.42
736 House,Administration - SCE,"2,209",May,2019-20,4/15/2020,5/15/2020,30,208,,,4/15/2020,5/15/2020,30,,, $-   ,709.73, -    ,709.73
736 House,Administration - SCE,"2,209",June,2019-20,5/15/2020,6/15/2020,31,192,,,5/15/2020,6/15/2020,31,,, $-   ,655.13, -    ,655.13
736 House,Administration - SCE,"2,209",July,2020-21,6/15/2020,7/15/2020,30,217,,,6/15/2020,7/15/2020,30,,, $-   ,740.43, -    ,740.43
736 House,Administration - SCE,"2,209",August,2020-21,7/15/2020,8/15/2020,31,200,,,7/15/2020,8/15/2020,31,,, $-   ,682.43, -    ,682.43
736 House,Administration - SCE,"2,209",September,2020-21,8/15/2020,9/15/2020,31,140,,,8/15/2020,9/15/2020,31,,, $-   ,477.7, -    ,477.7
736 House,Administration - SCE,"2,209",October,2020-21,9/15/2020,10/15/2020,30,119,,,9/15/2020,10/15/2020,30,,, $-   ,406.04, -    ,406.04
736 House,Administration - SCE,"2,209",November,2020-21,10/15/2020,11/15/2020,31,86,,,10/15/2020,11/15/2020,31,,, $-   ,293.44, -    ,293.44
736 House,Administration - SCE,"2,209",December,2020-21,11/15/2020,12/15/2020,30,132,,,11/15/2020,12/15/2020,30,,, $-   ,450.4, -    ,450.4
736 House,Administration - SCE,"2,209",January,2020-21,12/15/2020,1/15/2021,31,150,,,12/15/2020,1/15/2021,31,,, $-   ,511.82, -    ,511.82
736 House,Administration - SCE,"2,209",February,2020-21,1/15/2021,2/15/2021,31,111,,,1/15/2021,2/15/2021,31,,, $-   ,378.75, -    ,378.75
736 House,Administration - SCE,"2,209",March,2020-21,2/15/2021,3/15/2021,28,76,,,2/15/2021,3/15/2021,28,,, $-   ,259.32, -    ,259.32
736 House,Administration - SCE,"2,209",April,2020-21,3/15/2021,4/15/2021,31,76,,,3/15/2021,4/15/2021,31,,, $-   ,259.32, -    ,259.32
736 House,Administration - SCE,"2,209",May,2020-21,4/15/2021,5/15/2021,30,114,,,4/15/2021,5/15/2021,30,,, $-   ,388.98, -    ,388.98
736 House,Administration - SCE,"2,209",June,2020-21,5/15/2021,6/15/2021,31,187,,,5/15/2021,6/15/2021,31,,, $-   ,638.07, -    ,638.07
736 House,Administration - SCE,"2,209",July,2021-22,6/15/2021,7/15/2021,30,81,,,6/8/2021,7/8/2021,31,,, $-   ,276.38, -    ,276.38
736 House,Administration - SCE,"2,209",August,2021-22,7/15/2021,8/15/2021,31,86,,,7/8/2021,8/6/2021,29,,, $-   ,293.44, -    ,293.44
736 House,Administration - SCE,"2,209",September,2021-22,8/15/2021,9/15/2021,31,43,,,8/6/2021,9/7/2021,32,,, $-   ,146.72, -    ,146.72
736 House,Administration - SCE,"2,209",October,2021-22,9/15/2021,10/15/2021,30,56,,,9/7/2021,10/7/2021,30,,, $-   ,191.08, -    ,191.08
736 House,Administration - SCE,"2,209",November,2021-22,10/15/2021,11/15/2021,31,51,,,10/7/2021,11/8/2021,32,,, $-   ,174.02, -    ,174.02
736 House,Administration - SCE,"2,209",December,2021-22,11/15/2021,12/15/2021,30,45,,,11/8/2021,12/9/2021,31,,, $-   ,153.55, -    ,153.55
736 House,Administration - SCE,"2,209",January,2021-22,12/15/2021,1/15/2022,31,76,,,12/9/2021,1/10/2022,32,,, $-   ,259.32, -    ,259.32
736 House,Administration - SCE,"2,209",February,2021-22,1/15/2022,2/15/2022,31,76,,,1/10/2022,2/9/2022,30,,, $-   ,259.32, -    ,259.32
736 House,Administration - SCE,"2,209",March,2021-22,2/15/2022,3/15/2022,28,75,,,2/9/2022,3/11/2022,30,,, $-   ,255.91, -    ,255.91
736 House,Administration - SCE,"2,209",April,2021-22,3/15/2022,4/15/2022,31,58,,,3/11/2022,4/11/2022,31,,, $-   ,197.9, -    ,197.9
736 House,Administration - SCE,"2,209",May,2021-22,4/15/2022,5/15/2022,30,40,,,4/11/2022,5/10/2022,29,,, $-   ,136.49, -    ,136.49
736 House,Administration - SCE,"2,209",June,2021-22,5/15/2022,6/15/2022,31,36,,,5/10/2022,6/9/2022,30,,, $-   ,122.84, -    ,122.84
736 House,Administration - SCE,"2,209",July,2022-23,6/16/2022,7/15/2022,30,1656,,,6/9/2022,7/11/2022,32,4,, $-   ,"5,650.50",399.9,"6,050.41"
