Building,Building Type,Meter Type,Area,Month,Fiscal Year,Quarter,Start Date,End Date,Days,Water Usage (CCF),Water Cost ($),Estimated Water Usage (CCF)
Carnegie (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
CARW,Athletic & Recreation,Domestic,,July,FY16,,,,,59,,
CARW,Athletic & Recreation,Domestic,,August,FY16,,,,,49,,
CARW,Athletic & Recreation,Domestic,,September,FY16,,,,,51,,
CARW,Athletic & Recreation,Domestic,,October,FY16,,,,,49,,
CARW,Athletic & Recreation,Domestic,,November,FY16,,,,,57,,
CARW,Athletic & Recreation,Domestic,,December,FY16,,,,,90,,
CARW,Athletic & Recreation,Domestic,,January,FY16,,,,,34,,
CARW,Athletic & Recreation,Domestic,,February,FY16,,,,,67,,
CARW,Athletic & Recreation,Domestic,,March,FY16,,,,,53,,
CARW,Athletic & Recreation,Domestic,,April,FY16,,,,,133,,
CARW,Athletic & Recreation,Domestic,,May,FY16,,,,,59,,
CARW,Athletic & Recreation,Domestic,,June,FY16,,,,,65,,
CARW (Fire),Fire,Fire,,July,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,August,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
CARW (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
Clark V,Residential,Domestic,,July,FY16,,,,,,,
Clark V,Residential,Domestic,,August,FY16,,,,,,,
Clark V,Residential,Domestic,,September,FY16,,,,,,,
Clark V,Residential,Domestic,,October,FY16,,,,,,,
Clark V,Residential,Domestic,,November,FY16,,,,,,,
Clark V,Residential,Domestic,,December,FY16,,,,,,,
Clark V,Residential,Domestic,,January,FY16,,,,,,,
Clark V,Residential,Domestic,,February,FY16,,,,,,,
Clark V,Residential,Domestic,,March,FY16,,,,,,,
Clark V,Residential,Domestic,,April,FY16,,,,,,,
Clark V,Residential,Domestic,,May,FY16,,,,,,,
Clark V,Residential,Domestic,,June,FY16,,,,,,,
Clark V (Fire),Fire,Fire,,July,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,August,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
Clark V (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
Cook House,Administration,Domestic,,July,FY16,,,,,5,,
Cook House,Administration,Domestic,,August,FY16,,,,,7,,
Cook House,Administration,Domestic,,September,FY16,,,,,5,,
Cook House,Administration,Domestic,,October,FY16,,,,,8,,
Cook House,Administration,Domestic,,November,FY16,,,,,6,,
Cook House,Administration,Domestic,,December,FY16,,,,,5,,
Cook House,Administration,Domestic,,January,FY16,,,,,2,,
Cook House,Administration,Domestic,,February,FY16,,,,,5,,
Cook House,Administration,Domestic,,March,FY16,,,,,4,,
Cook House,Administration,Domestic,,April,FY16,,,,,5,,
Cook House,Administration,Domestic,,May,FY16,,,,,5,,
Cook House,Administration,Domestic,,June,FY16,,,,,6,,
Cowart,Administration,Domestic,,July,FY16,,,,,7,,
Cowart,Administration,Domestic,,August,FY16,,,,,6,,
Cowart,Administration,Domestic,,September,FY16,,,,,12,,
Cowart,Administration,Domestic,,October,FY16,,,,,10,,
Cowart,Administration,Domestic,,November,FY16,,,,,11,,
Cowart,Administration,Domestic,,December,FY16,,,,,11,,
Cowart,Administration,Domestic,,January,FY16,,,,,15,,
Cowart,Administration,Domestic,,February,FY16,,,,,10,,
Cowart,Administration,Domestic,,March,FY16,,,,,14,,
Cowart,Administration,Domestic,,April,FY16,,,,,10,,
Cowart,Administration,Domestic,,May,FY16,,,,,15,,
Cowart,Administration,Domestic,,June,FY16,,,,,8,,
Cowart (Fire),Fire,Fire,,July,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,August,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
Cowart (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,July,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,August,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
Dean of College House,Residential,Domestic,,July,FY16,,,,,50,,
Dean of College House,Residential,Domestic,,August,FY16,,,,,36,,
Dean of College House,Residential,Domestic,,September,FY16,,,,,47,,
Dean of College House,Residential,Domestic,,October,FY16,,,,,29,,
Dean of College House,Residential,Domestic,,November,FY16,,,,,38,,
Dean of College House,Residential,Domestic,,December,FY16,,,,,13,,
Dean of College House,Residential,Domestic,,January,FY16,,,,, -   ,,
Dean of College House,Residential,Domestic,,February,FY16,,,,,8,,
Dean of College House,Residential,Domestic,,March,FY16,,,,,11,,
Dean of College House,Residential,Domestic,,April,FY16,,,,,36,,
Dean of College House,Residential,Domestic,,May,FY16,,,,,38,,
Dean of College House,Residential,Domestic,,June,FY16,,,,,41,,
Dean of Students House,Residential,Domestic,,July,FY16,,,,,26,,
Dean of Students House,Residential,Domestic,,August,FY16,,,,,22,,
Dean of Students House,Residential,Domestic,,September,FY16,,,,,27,,
Dean of Students House,Residential,Domestic,,October,FY16,,,,,19,,
Dean of Students House,Residential,Domestic,,November,FY16,,,,,22,,
Dean of Students House,Residential,Domestic,,December,FY16,,,,,14,,
Dean of Students House,Residential,Domestic,,January,FY16,,,,,4,,
Dean of Students House,Residential,Domestic,,February,FY16,,,,,9,,
Dean of Students House,Residential,Domestic,,March,FY16,,,,,11,,
Dean of Students House,Residential,Domestic,,April,FY16,,,,,15,,
Dean of Students House,Residential,Domestic,,May,FY16,,,,,18,,
Dean of Students House,Residential,Domestic,,June,FY16,,,,,23,,
Dialynas,Residential,Domestic,,July,FY16,,,,,407,,
Dialynas,Residential,Domestic,,August,FY16,,,,,346,,
Dialynas,Residential,Domestic,,September,FY16,,,,,434,,
Dialynas,Residential,Domestic,,October,FY16,,,,,246,,
Dialynas,Residential,Domestic,,November,FY16,,,,,286,,
Dialynas,Residential,Domestic,,December,FY16,,,,,108,,
Dialynas,Residential,Domestic,,January,FY16,,,,,9,,
Dialynas,Residential,Domestic,,February,FY16,,,,,53,,
Dialynas,Residential,Domestic,,March,FY16,,,,,69,,
Dialynas,Residential,Domestic,,April,FY16,,,,,180,,
Dialynas,Residential,Domestic,,May,FY16,,,,,259,,
Dialynas,Residential,Domestic,,June,FY16,,,,,349,,
Dialynas (Fire),Fire,Fire,,July,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,August,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
East Campus (Irrigation),Irrigation,Irrigation,,July,FY16,,,,,"2,316",,
East Campus (Irrigation),Irrigation,Irrigation,,August,FY16,,,,,"1,470",,
East Campus (Irrigation),Irrigation,Irrigation,,September,FY16,,,,,"2,252",,
East Campus (Irrigation),Irrigation,Irrigation,,October,FY16,,,,,"1,082",,
East Campus (Irrigation),Irrigation,Irrigation,,November,FY16,,,,,"1,554",,
East Campus (Irrigation),Irrigation,Irrigation,,December,FY16,,,,,759,,
East Campus (Irrigation),Irrigation,Irrigation,,January,FY16,,,,,110,,
East Campus (Irrigation),Irrigation,Irrigation,,February,FY16,,,,,206,,
East Campus (Irrigation),Irrigation,Irrigation,,March,FY16,,,,,521,,
East Campus (Irrigation),Irrigation,Irrigation,,April,FY16,,,,,842,,
East Campus (Irrigation),Irrigation,Irrigation,,May,FY16,,,,,"1,719",,
East Campus (Irrigation),Irrigation,Irrigation,,June,FY16,,,,,"2,007",,
Emeritus House,Academic,Domestic,,July,FY16,,,,,2,,
Emeritus House,Academic,Domestic,,August,FY16,,,,,3,,
Emeritus House,Academic,Domestic,,September,FY16,,,,,2,,
Emeritus House,Academic,Domestic,,October,FY16,,,,,2,,
Emeritus House,Academic,Domestic,,November,FY16,,,,, -   ,,
Emeritus House,Academic,Domestic,,December,FY16,,,,,2,,
Emeritus House,Academic,Domestic,,January,FY16,,,,,1,,
Emeritus House,Academic,Domestic,,February,FY16,,,,,1,,
Emeritus House,Academic,Domestic,,March,FY16,,,,,1,,
Emeritus House,Academic,Domestic,,April,FY16,,,,,2,,
Emeritus House,Academic,Domestic,,May,FY16,,,,,2,,
Emeritus House,Academic,Domestic,,June,FY16,,,,,3,,
Estella Lab,Science,Domestic,,July,FY16,,,,,10,,
Estella Lab,Science,Domestic,,August,FY16,,,,,16,,
Estella Lab,Science,Domestic,,September,FY16,,,,,17,,
Estella Lab,Science,Domestic,,October,FY16,,,,,17,,
Estella Lab,Science,Domestic,,November,FY16,,,,,16,,
Estella Lab,Science,Domestic,,December,FY16,,,,,12,,
Estella Lab,Science,Domestic,,January,FY16,,,,,4,,
Estella Lab,Science,Domestic,,February,FY16,,,,,12,,
Estella Lab,Science,Domestic,,March,FY16,,,,,16,,
Estella Lab,Science,Domestic,,April,FY16,,,,,13,,
Estella Lab,Science,Domestic,,May,FY16,,,,,15,,
Estella Lab,Science,Domestic,,June,FY16,,,,,6,,
Estella Lab (Fire),Fire,Fire,,July,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,August,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,July,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,August,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,September,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,October,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,November,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,December,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,January,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,February,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,March,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,April,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,May,FY16,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,June,FY16,,,,, -   ,,
Hahn,Academic,Domestic,,July,FY16,,,,,191,,
Hahn,Academic,Domestic,,August,FY16,,,,,192,,
Hahn,Academic,Domestic,,September,FY16,,,,,246,,
Hahn,Academic,Domestic,,October,FY16,,,,,213,,
Hahn,Academic,Domestic,,November,FY16,,,,,134,,
Hahn,Academic,Domestic,,December,FY16,,,,,74,,
Hahn,Academic,Domestic,,January,FY16,,,,,27,,
Hahn,Academic,Domestic,,February,FY16,,,,,65,,
Hahn,Academic,Domestic,,March,FY16,,,,,110,,
Hahn,Academic,Domestic,,April,FY16,,,,,121,,
Hahn,Academic,Domestic,,May,FY16,,,,,109,,
Hahn,Academic,Domestic,,June,FY16,,,,,117,,
Hahn (Fire),Fire,Fire,,July,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,August,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
Hahn (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,July,FY16,,,,,75,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,August,FY16,,,,,60,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,September,FY16,,,,,65,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,October,FY16,,,,,61,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,November,FY16,,,,,70,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,December,FY16,,,,,100,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,January,FY16,,,,,46,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,February,FY16,,,,,80,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,March,FY16,,,,,67,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,April,FY16,,,,,156,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,May,FY16,,,,,70,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,June,FY16,,,,,77,,
Ice House (Cooling Tower),Facilities,Other,,July,FY16,,,,,270,,
Ice House (Cooling Tower),Facilities,Other,,August,FY16,,,,,276,,
Ice House (Cooling Tower),Facilities,Other,,September,FY16,,,,,393,,
Ice House (Cooling Tower),Facilities,Other,,October,FY16,,,,,273,,
Ice House (Cooling Tower),Facilities,Other,,November,FY16,,,,,146,,
Ice House (Cooling Tower),Facilities,Other,,December,FY16,,,,,65,,
Ice House (Cooling Tower),Facilities,Other,,January,FY16,,,,,57,,
Ice House (Cooling Tower),Facilities,Other,,February,FY16,,,,,53,,
Ice House (Cooling Tower),Facilities,Other,,March,FY16,,,,,100,,
Ice House (Cooling Tower),Facilities,Other,,April,FY16,,,,,394,,
Ice House (Cooling Tower),Facilities,Other,,May,FY16,,,,,293,,
Ice House (Cooling Tower),Facilities,Other,,June,FY16,,,,,223,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,July,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,August,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,September,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,October,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,November,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,December,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,January,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,February,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,March,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,April,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,May,FY16,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,June,FY16,,,,, -   ,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,July,FY16,,,,,155,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,August,FY16,,,,,157,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,September,FY16,,,,,156,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,October,FY16,,,,,142,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,November,FY16,,,,,161,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,December,FY16,,,,,139,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,January,FY16,,,,,127,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,February,FY16,,,,,127,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,March,FY16,,,,,149,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,April,FY16,,,,,147,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,May,FY16,,,,,145,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,June,FY16,,,,,170,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,July,FY16,,,,,63,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,August,FY16,,,,,51,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,September,FY16,,,,,65,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,October,FY16,,,,,56,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,November,FY16,,,,,64,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,December,FY16,,,,,35,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,January,FY16,,,,,8,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,February,FY16,,,,,26,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,March,FY16,,,,,44,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,April,FY16,,,,,48,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,May,FY16,,,,,61,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,June,FY16,,,,,61,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,July,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,August,FY16,,,,,3,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,September,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,October,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,November,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,December,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,January,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,February,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,March,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,April,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,May,FY16,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,June,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,July,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,August,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,September,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,October,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,November,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,December,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,January,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,February,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,March,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,April,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,May,FY16,,,,, -   ,,
Mason (Fire),Fire,Fire,,June,FY16,,,,, -   ,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,July,FY16,,,,,"1,043",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,August,FY16,,,,,"1,059",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,September,FY16,,,,,"1,166",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,October,FY16,,,,,875,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,November,FY16,,,,,927,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,December,FY16,,,,,701,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,January,FY16,,,,,92,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,February,FY16,,,,,173,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,March,FY16,,,,,320,,
